Shipment ID,Origin Airport,Destination Airport,Shipment Weight (kg),Shipment Volume (m³),Freight Cost (USD),Mode of Transport,Carrier Name,Transit Time (hours),Temperature-Sensitive,Perishable Goods,Customs Clearance Time (hours),Weather Conditions,Day of Week,Delay Status
SHIP002931,SFO,SYD,848.37,25.89,1603.71,Air,FedEx,46,No,Yes,8,Clear,Tuesday,Delayed
SHIP002932,MIA,SYD,510.29,46.59,964.63,Truck,UPS,26,No,Yes,8,Clear,Friday,On-Time
SHIP002933,ATL,HKG,623.58,19.6,1178.78,Air,DHL,62,No,No,24,Rainy,Wednesday,On-Time
SHIP002934,DFW,SIN,246.44,46.33,465.86,Air,FedEx,40,No,No,43,Rainy,Wednesday,Delayed
SHIP002935,ATL,DXB,709.61,34.7,1341.41,Rail,UPS,20,No,Yes,23,Clear,Thursday,Delayed
SHIP002936,LAX,HKG,334.42,39.15,632.17,Air,Lufthansa Cargo,41,Yes,No,14,Rainy,Sunday,On-Time
SHIP002937,ATL,DXB,350.44,46.9,662.45,Truck,DHL,25,No,No,6,Clear,Tuesday,Delayed
SHIP002938,SFO,SIN,640.45,28.66,1210.67,Air,DHL,69,No,No,21,Rainy,Thursday,Delayed
SHIP002939,JFK,SIN,247.43,32.12,467.73,Air,Emirates Cargo,63,Yes,No,20,Clear,Tuesday,On-Time
SHIP002940,LAX,CDG,232.19,28.99,438.92,Air,DHL,71,No,No,1,Stormy,Sunday,On-Time
SHIP002941,MIA,LHR,375.47,39.26,709.77,Air,Emirates Cargo,30,Yes,No,11,Clear,Sunday,Delayed
SHIP002942,LAX,SIN,780.28,13.74,1475,Air,DHL,39,No,No,30,Stormy,Monday,On-Time
SHIP002943,DFW,SIN,232.44,39.42,439.39,Rail,DHL,13,No,No,36,Rainy,Sunday,Delayed
SHIP002944,ORD,DXB,789.45,35.71,1492.34,Air,FedEx,13,No,No,10,Foggy,Friday,On-Time
SHIP002945,MIA,SIN,698.65,30.14,1320.69,Air,Lufthansa Cargo,27,No,Yes,18,Rainy,Wednesday,On-Time
SHIP002946,LAX,HKG,682.29,2.04,1289.77,Rail,Lufthansa Cargo,57,No,No,11,Clear,Friday,On-Time
SHIP002947,MIA,CDG,480.01,38.75,907.39,Air,DHL,53,No,Yes,8,Rainy,Tuesday,Delayed
SHIP002948,MIA,CDG,748.43,6.71,1414.79,Rail,DHL,42,Yes,No,5,Clear,Monday,On-Time
SHIP002949,MIA,HKG,23.38,48.1,44.2,Rail,Emirates Cargo,7,No,No,45,Rainy,Sunday,On-Time
SHIP002950,ORD,SYD,312.55,4.17,590.83,Air,Lufthansa Cargo,25,Yes,No,37,Clear,Sunday,On-Time
SHIP002951,SFO,SIN,682.35,36.04,1289.88,Air,FedEx,35,Yes,No,1,Clear,Friday,Delayed
SHIP002952,ATL,NRT,987.42,18.09,1866.57,Air,Lufthansa Cargo,65,No,No,17,Rainy,Sunday,On-Time
SHIP002953,MIA,LHR,12.49,36.81,23.61,Truck,UPS,49,No,No,20,Foggy,Tuesday,Delayed
SHIP002954,JFK,SIN,514.87,26,973.28,Air,Lufthansa Cargo,50,No,No,43,Rainy,Tuesday,On-Time
SHIP002955,SFO,CDG,924.6,31.51,1747.82,Air,FedEx,19,Yes,No,32,Foggy,Friday,Delayed
SHIP002956,DFW,LHR,864.9,3.86,1634.96,Truck,Lufthansa Cargo,20,No,Yes,18,Clear,Monday,Delayed
SHIP002957,ORD,NRT,32.9,48.33,62.19,Air,FedEx,21,No,No,21,Foggy,Saturday,On-Time
SHIP002958,LAX,SYD,534.26,0.29,1009.94,Air,Emirates Cargo,30,No,No,17,Clear,Thursday,Delayed
SHIP002959,ORD,DXB,14.24,47.06,26.92,Air,DHL,49,No,No,12,Clear,Wednesday,Delayed
SHIP002960,LAX,DXB,791.68,28.46,1496.55,Air,Emirates Cargo,26,Yes,No,4,Rainy,Thursday,Delayed
SHIP002961,ORD,NRT,315.79,12.99,596.95,Air,DHL,71,No,No,26,Clear,Sunday,On-Time
SHIP002962,LAX,SIN,767.93,31.92,1451.66,Air,Emirates Cargo,71,No,No,15,Clear,Tuesday,Delayed
SHIP002963,MIA,SIN,945.35,33.68,1787.04,Truck,Emirates Cargo,36,Yes,No,15,Foggy,Friday,Delayed
SHIP002964,ATL,LHR,976.32,36.54,1845.58,Air,DHL,20,No,No,6,Stormy,Wednesday,On-Time
SHIP002965,LAX,LHR,895.17,0.92,1692.18,Rail,FedEx,64,No,Yes,25,Clear,Monday,On-Time
SHIP002966,LAX,SYD,212.1,49.14,400.94,Truck,UPS,34,No,No,5,Stormy,Friday,On-Time
SHIP002967,JFK,SIN,202.65,30.93,383.08,Air,DHL,41,No,No,21,Clear,Monday,On-Time
SHIP002968,LAX,CDG,629.52,18.94,1190.01,Air,FedEx,12,Yes,No,2,Clear,Wednesday,On-Time
SHIP002969,JFK,DXB,548.61,28.58,1037.06,Air,FedEx,35,No,No,2,Rainy,Wednesday,Delayed
SHIP002970,DFW,SYD,19.44,9,36.75,Air,FedEx,7,No,No,45,Clear,Sunday,On-Time
SHIP002971,MIA,LHR,397.81,12.44,752,Truck,Lufthansa Cargo,9,No,No,17,Rainy,Sunday,Delayed
SHIP002972,JFK,CDG,907.62,4.38,1715.72,Air,DHL,50,No,Yes,44,Clear,Thursday,On-Time
SHIP002973,ATL,SIN,899.38,43.97,1700.14,Air,DHL,47,No,Yes,39,Rainy,Thursday,On-Time
SHIP002974,SFO,HKG,211.87,12.65,400.51,Air,Emirates Cargo,70,No,No,45,Foggy,Friday,Delayed
SHIP002975,MIA,LHR,388.14,37.01,733.72,Air,DHL,55,Yes,No,27,Foggy,Monday,On-Time
SHIP002976,JFK,SYD,564.76,13.78,1067.59,Air,FedEx,20,No,No,13,Clear,Thursday,On-Time
SHIP002977,MIA,HKG,854.26,7.38,1614.85,Air,UPS,44,No,No,28,Rainy,Saturday,Delayed
SHIP002978,MIA,CDG,536.67,5.5,1014.49,Air,UPS,53,No,No,27,Foggy,Monday,On-Time
SHIP002979,MIA,NRT,968.52,43.03,1830.84,Air,Emirates Cargo,70,No,No,28,Clear,Sunday,Delayed
SHIP002980,DFW,DXB,801.06,6.07,1514.28,Air,DHL,49,Yes,No,6,Clear,Thursday,On-Time
SHIP002981,ATL,NRT,953.56,4.45,1802.56,Truck,UPS,27,No,No,8,Stormy,Sunday,Delayed
SHIP002982,ORD,NRT,734.18,0.57,1387.86,Air,DHL,5,Yes,Yes,23,Stormy,Saturday,Delayed
SHIP002983,ORD,NRT,878.85,18.39,1661.33,Air,Emirates Cargo,39,No,No,15,Clear,Sunday,On-Time
SHIP002984,JFK,CDG,832.69,47.14,1574.07,Air,DHL,26,Yes,No,3,Clear,Saturday,On-Time
SHIP002985,MIA,DXB,261.3,45.44,493.95,Rail,Emirates Cargo,33,No,No,37,Foggy,Wednesday,Delayed
SHIP002986,JFK,CDG,237.24,5.84,448.47,Air,Lufthansa Cargo,66,Yes,No,1,Foggy,Saturday,On-Time
SHIP002987,DFW,NRT,865.74,0.72,1636.55,Truck,UPS,15,No,No,29,Clear,Thursday,On-Time
SHIP002988,DFW,LHR,93.83,37.58,177.37,Rail,Emirates Cargo,55,No,No,41,Clear,Tuesday,Delayed
SHIP002989,LAX,NRT,414.48,15.39,783.51,Truck,Emirates Cargo,50,Yes,No,35,Foggy,Thursday,Delayed
SHIP002990,DFW,LHR,822.45,41.75,1554.72,Air,Emirates Cargo,13,No,No,17,Clear,Friday,On-Time
SHIP002991,LAX,SYD,815.11,10.85,1540.84,Air,Emirates Cargo,11,Yes,No,6,Clear,Wednesday,On-Time
SHIP002992,ATL,NRT,147.39,24.66,278.62,Rail,Emirates Cargo,8,No,No,32,Rainy,Tuesday,Delayed
SHIP002993,JFK,HKG,492.83,1.74,931.62,Rail,Emirates Cargo,39,No,Yes,41,Rainy,Friday,On-Time
SHIP002994,SFO,CDG,485.03,44.75,916.88,Air,DHL,16,No,No,13,Clear,Thursday,Delayed
SHIP002995,ATL,NRT,330.48,8.98,624.72,Air,FedEx,20,No,No,5,Clear,Friday,Delayed
SHIP002996,DFW,CDG,918.01,14.81,1735.36,Air,Emirates Cargo,54,Yes,No,3,Stormy,Monday,Delayed
SHIP002997,ATL,NRT,656.59,24.04,1241.18,Rail,FedEx,58,No,No,6,Clear,Monday,On-Time
SHIP002998,ATL,HKG,980.39,13.64,1853.28,Air,Lufthansa Cargo,65,Yes,Yes,26,Clear,Saturday,On-Time
SHIP002999,ATL,NRT,76.1,2.1,143.86,Air,Lufthansa Cargo,14,Yes,No,16,Rainy,Saturday,Delayed
SHIP003000,DFW,SIN,400.41,1.55,756.91,Air,UPS,41,No,No,15,Clear,Saturday,On-Time
SHIP003001,SFO,SYD,836.79,47.77,1581.82,Air,Emirates Cargo,43,No,No,30,Clear,Friday,Delayed
SHIP003002,MIA,CDG,428.46,16.34,809.94,Air,UPS,34,Yes,No,28,Clear,Saturday,Delayed
SHIP003003,ATL,SYD,269.26,16.79,509,Rail,UPS,50,Yes,No,20,Clear,Monday,Delayed
SHIP003004,LAX,CDG,997.83,46.15,1886.25,Air,UPS,51,No,Yes,7,Clear,Wednesday,Delayed
SHIP003005,DFW,CDG,874.39,41.82,1652.9,Air,UPS,69,Yes,No,31,Rainy,Wednesday,On-Time
SHIP003006,ATL,SIN,551.01,34.38,1041.6,Air,DHL,27,Yes,No,35,Clear,Sunday,Delayed
SHIP003007,SFO,NRT,566.09,32.96,1070.11,Air,Emirates Cargo,29,No,No,20,Clear,Wednesday,On-Time
SHIP003008,MIA,LHR,16.79,40.07,31.74,Air,DHL,20,No,No,38,Rainy,Tuesday,Delayed
SHIP003009,DFW,SYD,981.18,8.53,1854.77,Air,UPS,39,No,No,47,Stormy,Friday,On-Time
SHIP003010,ORD,HKG,808.23,33.25,1527.84,Truck,Emirates Cargo,68,No,No,37,Rainy,Friday,On-Time
SHIP003011,MIA,SYD,46.36,5.01,87.64,Air,Lufthansa Cargo,61,No,No,31,Stormy,Monday,On-Time
SHIP003012,LAX,NRT,184.57,6.41,348.9,Air,DHL,53,Yes,Yes,33,Clear,Monday,On-Time
SHIP003013,ATL,SIN,822.82,12.21,1555.42,Rail,Lufthansa Cargo,39,Yes,No,43,Clear,Saturday,On-Time
SHIP003014,SFO,DXB,96,35.52,181.47,Air,Emirates Cargo,61,Yes,No,37,Stormy,Monday,Delayed
SHIP003015,ORD,DXB,942.37,44.64,1781.41,Air,UPS,59,No,No,39,Clear,Thursday,On-Time
SHIP003016,SFO,SIN,999.89,34.57,1890.14,Air,Emirates Cargo,9,No,No,17,Rainy,Monday,Delayed
SHIP003017,ORD,NRT,887.57,20.89,1677.82,Air,UPS,32,No,No,25,Clear,Friday,On-Time
SHIP003018,DFW,SIN,741.51,25.73,1401.71,Air,Lufthansa Cargo,50,No,No,40,Clear,Thursday,On-Time
SHIP003019,ORD,LHR,492.41,35.65,930.83,Air,Emirates Cargo,20,Yes,No,11,Clear,Thursday,On-Time
SHIP003020,LAX,SYD,91.61,30.7,173.17,Air,Emirates Cargo,11,Yes,Yes,38,Clear,Thursday,Delayed
SHIP003021,LAX,NRT,733.14,26.52,1385.89,Air,Emirates Cargo,41,No,No,21,Rainy,Monday,On-Time
SHIP003022,JFK,SYD,402.9,11.92,761.62,Air,DHL,21,No,Yes,31,Clear,Wednesday,Delayed
SHIP003023,LAX,DXB,574.53,30.89,1086.06,Air,FedEx,21,No,No,5,Clear,Wednesday,Delayed
SHIP003024,MIA,NRT,300.46,1.03,567.97,Truck,DHL,31,Yes,Yes,26,Stormy,Monday,Delayed
SHIP003025,ORD,HKG,249.73,28.05,472.08,Air,Lufthansa Cargo,25,Yes,No,25,Clear,Wednesday,Delayed
SHIP003026,LAX,SYD,331.05,41.06,625.8,Air,UPS,38,No,No,12,Stormy,Tuesday,On-Time
SHIP003027,DFW,CDG,815.69,9.07,1541.94,Air,Lufthansa Cargo,62,Yes,No,23,Clear,Friday,Delayed
SHIP003028,SFO,CDG,432.23,5.8,817.07,Air,Emirates Cargo,53,Yes,No,26,Clear,Thursday,Delayed
SHIP003029,SFO,LHR,318.59,48.51,602.25,Air,FedEx,68,No,No,10,Rainy,Tuesday,On-Time
SHIP003030,JFK,NRT,438.64,42.19,829.18,Air,Emirates Cargo,36,No,No,34,Stormy,Thursday,On-Time
SHIP003031,SFO,LHR,41.96,15.17,79.32,Rail,DHL,57,No,No,46,Rainy,Tuesday,Delayed
SHIP003032,ORD,NRT,891.7,10.51,1685.62,Rail,UPS,42,No,No,11,Clear,Tuesday,On-Time
SHIP003033,JFK,DXB,556.24,16.77,1051.49,Air,Lufthansa Cargo,26,No,Yes,23,Rainy,Saturday,Delayed
SHIP003034,ORD,HKG,113.78,21.62,215.08,Truck,DHL,19,No,No,24,Stormy,Monday,On-Time
SHIP003035,DFW,HKG,295.52,41.07,558.64,Air,FedEx,54,Yes,Yes,17,Clear,Sunday,Delayed
SHIP003036,JFK,SIN,983.72,12.04,1859.57,Rail,DHL,70,Yes,Yes,29,Clear,Wednesday,Delayed
SHIP003037,ATL,LHR,597.13,36.07,1128.78,Air,DHL,68,Yes,No,13,Rainy,Sunday,Delayed
SHIP003038,MIA,NRT,298.49,46.47,564.25,Air,FedEx,41,No,No,41,Clear,Thursday,Delayed
SHIP003039,MIA,SYD,432.08,19.04,816.78,Air,Lufthansa Cargo,26,No,No,27,Clear,Monday,Delayed
SHIP003040,ORD,CDG,265.89,1.4,502.62,Truck,UPS,54,Yes,No,7,Clear,Monday,Delayed
SHIP003041,SFO,SYD,41.49,41.4,78.43,Truck,DHL,18,No,No,28,Rainy,Monday,Delayed
SHIP003042,ATL,CDG,843.61,35.45,1594.72,Air,Emirates Cargo,55,No,No,6,Foggy,Tuesday,Delayed
SHIP003043,JFK,DXB,299.55,7.54,566.25,Air,Lufthansa Cargo,63,No,No,31,Foggy,Tuesday,Delayed
SHIP003044,ATL,CDG,840.03,29.89,1587.95,Air,Lufthansa Cargo,15,Yes,No,41,Rainy,Wednesday,On-Time
SHIP003045,ATL,SYD,483.77,41.26,914.49,Air,FedEx,11,No,No,41,Clear,Friday,Delayed
SHIP003046,SFO,SYD,191.07,9.13,361.19,Rail,Lufthansa Cargo,44,No,No,31,Foggy,Saturday,Delayed
SHIP003047,JFK,HKG,803.85,11.22,1519.56,Air,Emirates Cargo,47,Yes,No,11,Clear,Tuesday,Delayed
SHIP003048,DFW,NRT,383.34,10.17,724.65,Rail,Lufthansa Cargo,65,Yes,No,8,Clear,Wednesday,On-Time
SHIP003049,SFO,HKG,710.65,49.88,1343.38,Air,UPS,38,No,No,13,Clear,Saturday,Delayed
SHIP003050,ATL,LHR,838.86,11.55,1585.74,Air,FedEx,9,No,No,7,Clear,Friday,Delayed
SHIP003051,ATL,SYD,963.36,13.42,1821.09,Air,Emirates Cargo,28,Yes,No,32,Clear,Friday,Delayed
SHIP003052,DFW,NRT,94.96,2.49,179.51,Air,UPS,39,No,Yes,35,Clear,Thursday,Delayed
SHIP003053,ATL,DXB,18.3,49.17,34.59,Truck,FedEx,45,No,No,12,Clear,Monday,Delayed
SHIP003054,ATL,CDG,552.94,12.41,1045.25,Truck,FedEx,7,No,No,26,Foggy,Monday,Delayed
SHIP003055,ATL,LHR,271.6,36.29,513.42,Rail,UPS,65,No,No,17,Clear,Thursday,On-Time
SHIP003056,MIA,SIN,474.41,1.42,896.8,Air,Lufthansa Cargo,8,No,No,18,Rainy,Monday,On-Time
SHIP003057,SFO,SIN,81.93,39.19,154.88,Air,Emirates Cargo,54,Yes,No,46,Stormy,Thursday,On-Time
SHIP003058,LAX,NRT,506.57,37.56,957.59,Air,Emirates Cargo,69,Yes,No,34,Foggy,Tuesday,Delayed
SHIP003059,SFO,CDG,133.61,4.3,252.57,Air,DHL,60,Yes,No,47,Rainy,Sunday,Delayed
SHIP003060,DFW,CDG,840.2,6.22,1588.27,Air,DHL,40,No,No,18,Rainy,Sunday,On-Time
SHIP003061,ATL,NRT,761.89,14.83,1440.24,Rail,FedEx,71,No,No,37,Rainy,Thursday,On-Time
SHIP003062,SFO,CDG,83.33,17.8,157.52,Rail,DHL,58,No,No,34,Clear,Wednesday,Delayed
SHIP003063,MIA,HKG,837.99,39.2,1584.09,Rail,Emirates Cargo,33,No,No,5,Clear,Monday,On-Time
SHIP003064,DFW,CDG,331.71,3.15,627.05,Air,Emirates Cargo,67,Yes,No,25,Rainy,Friday,On-Time
SHIP003065,ORD,SIN,359.33,32.55,679.26,Truck,DHL,66,Yes,No,27,Clear,Thursday,On-Time
SHIP003066,SFO,CDG,188.01,11.5,355.4,Rail,DHL,37,No,No,36,Clear,Wednesday,Delayed
SHIP003067,ORD,SYD,836.95,19.19,1582.13,Air,FedEx,70,Yes,Yes,19,Clear,Sunday,Delayed
SHIP003068,ATL,NRT,410.66,0.21,776.29,Air,Emirates Cargo,34,No,No,45,Foggy,Saturday,Delayed
SHIP003069,MIA,DXB,58.35,14.63,110.3,Air,Lufthansa Cargo,39,Yes,Yes,34,Clear,Sunday,On-Time
SHIP003070,MIA,SIN,966.59,8.65,1827.19,Rail,Emirates Cargo,34,No,No,47,Clear,Monday,On-Time
SHIP003071,SFO,DXB,263.33,25.25,497.79,Truck,FedEx,24,Yes,Yes,21,Clear,Wednesday,Delayed
SHIP003072,DFW,SIN,936.82,7.99,1770.92,Air,UPS,55,No,No,22,Clear,Saturday,On-Time
SHIP003073,DFW,LHR,308.23,41.81,582.66,Air,DHL,50,No,No,18,Clear,Friday,Delayed
SHIP003074,MIA,SYD,833.11,44.16,1574.87,Air,UPS,58,No,No,41,Clear,Tuesday,On-Time
SHIP003075,DFW,SIN,667.58,42.28,1261.96,Air,DHL,21,No,No,9,Clear,Monday,On-Time
SHIP003076,MIA,SYD,862.67,49.09,1630.75,Air,DHL,56,No,No,32,Rainy,Friday,Delayed
SHIP003077,SFO,SIN,976.36,45.74,1845.66,Truck,Lufthansa Cargo,10,No,No,31,Clear,Monday,On-Time
SHIP003078,LAX,DXB,872.77,14.06,1649.84,Truck,Lufthansa Cargo,12,No,Yes,41,Clear,Tuesday,On-Time
SHIP003079,MIA,DXB,409.63,15.79,774.34,Truck,DHL,52,Yes,No,18,Rainy,Monday,Delayed
SHIP003080,ORD,NRT,816.36,26.68,1543.2,Air,Emirates Cargo,6,No,No,47,Clear,Thursday,Delayed
SHIP003081,DFW,SIN,714.53,19.31,1350.71,Air,FedEx,13,Yes,No,12,Rainy,Wednesday,Delayed
SHIP003082,MIA,SIN,70.99,48.5,134.2,Air,FedEx,18,No,No,10,Stormy,Sunday,Delayed
SHIP003083,MIA,HKG,930.46,17.04,1758.89,Air,DHL,25,No,No,4,Foggy,Saturday,Delayed
SHIP003084,SFO,SYD,471.3,37.03,890.92,Truck,FedEx,43,Yes,No,12,Foggy,Sunday,On-Time
SHIP003085,DFW,SYD,143.11,28.81,270.53,Truck,FedEx,58,No,No,34,Clear,Sunday,Delayed
SHIP003086,LAX,SYD,431.12,47.83,814.97,Air,Emirates Cargo,59,No,No,42,Clear,Sunday,On-Time
SHIP003087,SFO,SYD,607.11,37.25,1147.65,Truck,Emirates Cargo,69,No,No,40,Stormy,Wednesday,On-Time
SHIP003088,LAX,LHR,577.22,15.25,1091.15,Air,DHL,27,Yes,No,39,Foggy,Sunday,Delayed
SHIP003089,SFO,LHR,579.05,9.93,1094.61,Air,FedEx,47,No,No,6,Rainy,Monday,Delayed
SHIP003090,DFW,CDG,263.28,42.75,497.69,Air,DHL,63,No,Yes,4,Clear,Wednesday,Delayed
SHIP003091,JFK,SIN,636.38,45.56,1202.98,Air,Emirates Cargo,54,No,No,34,Clear,Tuesday,On-Time
SHIP003092,DFW,SIN,908.34,41.57,1717.08,Air,FedEx,71,No,No,45,Clear,Saturday,On-Time
SHIP003093,DFW,SIN,394.78,36.9,746.27,Air,Emirates Cargo,54,No,No,21,Rainy,Monday,Delayed
SHIP003094,LAX,SIN,634.27,16.15,1198.99,Air,UPS,66,Yes,No,27,Rainy,Monday,Delayed
SHIP003095,LAX,SYD,251.55,25.32,475.52,Air,FedEx,58,No,No,5,Clear,Wednesday,On-Time
SHIP003096,DFW,SYD,57.8,45.79,109.26,Rail,UPS,47,No,Yes,8,Clear,Wednesday,On-Time
SHIP003097,DFW,LHR,589.87,6.83,1115.06,Air,UPS,31,No,No,18,Clear,Monday,Delayed
SHIP003098,DFW,DXB,57.07,24.8,107.88,Rail,Emirates Cargo,51,No,No,11,Clear,Tuesday,Delayed
SHIP003099,LAX,HKG,726.35,17.84,1373.05,Truck,Emirates Cargo,29,Yes,No,6,Rainy,Tuesday,Delayed
SHIP003100,DFW,SYD,673.65,33.91,1273.43,Rail,Lufthansa Cargo,32,No,No,47,Clear,Saturday,Delayed
SHIP003101,DFW,SYD,375.63,31.74,710.07,Air,FedEx,68,No,Yes,32,Rainy,Wednesday,Delayed
SHIP003102,ATL,NRT,417.18,28.05,788.62,Air,Lufthansa Cargo,29,No,Yes,36,Clear,Sunday,On-Time
SHIP003103,JFK,SYD,918.58,14.05,1736.44,Truck,DHL,35,Yes,No,36,Clear,Thursday,On-Time
SHIP003104,ORD,DXB,23,8.06,43.48,Air,DHL,50,No,Yes,32,Clear,Monday,On-Time
SHIP003105,JFK,DXB,567.67,39.24,1073.09,Rail,Emirates Cargo,38,Yes,No,39,Rainy,Sunday,Delayed
SHIP003106,ATL,LHR,924.13,49.59,1746.93,Rail,DHL,16,No,No,1,Clear,Saturday,Delayed
SHIP003107,ORD,SYD,914.85,8.54,1729.38,Air,UPS,31,No,No,29,Stormy,Monday,Delayed
SHIP003108,SFO,NRT,588.81,3.88,1113.06,Air,DHL,58,No,No,43,Clear,Monday,Delayed
SHIP003109,DFW,HKG,387.42,37.31,732.36,Rail,Lufthansa Cargo,49,No,No,23,Foggy,Tuesday,Delayed
SHIP003110,ATL,SIN,107.91,17.26,203.99,Air,FedEx,24,No,No,22,Clear,Thursday,On-Time
SHIP003111,SFO,SYD,182.05,10.73,344.14,Air,Emirates Cargo,53,No,No,11,Clear,Sunday,On-Time
SHIP003112,DFW,LHR,682.88,26.3,1290.88,Air,FedEx,17,No,No,21,Rainy,Sunday,On-Time
SHIP003113,LAX,LHR,26.47,33.79,50.04,Air,Emirates Cargo,45,No,No,12,Clear,Thursday,Delayed
SHIP003114,MIA,HKG,884.65,10.82,1672.3,Air,DHL,69,No,No,10,Rainy,Sunday,Delayed
SHIP003115,ATL,NRT,592.06,49.73,1119.2,Air,DHL,61,Yes,No,31,Clear,Sunday,On-Time
SHIP003116,LAX,CDG,54.7,16.48,103.4,Truck,Emirates Cargo,69,No,No,47,Rainy,Monday,On-Time
SHIP003117,ATL,LHR,247.37,15.82,467.62,Air,FedEx,46,No,No,31,Clear,Friday,Delayed
SHIP003118,ATL,DXB,598.26,21.21,1130.92,Rail,UPS,59,No,No,4,Clear,Monday,On-Time
SHIP003119,LAX,DXB,45.25,37.28,85.54,Air,Emirates Cargo,38,No,No,42,Clear,Saturday,On-Time
SHIP003120,ORD,SIN,782.19,43.68,1478.61,Rail,UPS,35,No,No,14,Foggy,Saturday,Delayed
SHIP003121,JFK,LHR,920.72,16.27,1740.48,Rail,Lufthansa Cargo,8,Yes,No,27,Rainy,Monday,On-Time
SHIP003122,DFW,NRT,961.61,6.03,1817.78,Air,Emirates Cargo,67,No,No,41,Clear,Tuesday,Delayed
SHIP003123,ATL,SIN,736.32,12.88,1391.9,Air,Emirates Cargo,65,No,No,1,Clear,Sunday,Delayed
SHIP003124,DFW,LHR,858.26,4.31,1622.41,Truck,UPS,19,Yes,Yes,8,Clear,Saturday,On-Time
SHIP003125,MIA,HKG,614.6,31.55,1161.81,Rail,UPS,60,No,No,9,Clear,Tuesday,On-Time
SHIP003126,LAX,SYD,463.96,37.06,877.05,Air,DHL,60,No,No,12,Clear,Friday,On-Time
SHIP003127,DFW,NRT,716,21.52,1353.49,Air,FedEx,8,No,No,47,Rainy,Saturday,Delayed
SHIP003128,LAX,LHR,231.94,47.64,438.45,Rail,DHL,62,No,No,46,Rainy,Friday,On-Time
SHIP003129,DFW,NRT,118.69,36.4,224.37,Air,DHL,18,No,No,23,Clear,Saturday,On-Time
SHIP003130,JFK,CDG,764.23,19.04,1444.66,Air,UPS,29,No,Yes,3,Clear,Thursday,Delayed
SHIP003131,JFK,NRT,958.6,5.2,1812.09,Air,Emirates Cargo,12,Yes,Yes,30,Rainy,Saturday,On-Time
SHIP003132,JFK,NRT,581.7,24.74,1099.62,Air,Emirates Cargo,30,No,No,17,Foggy,Wednesday,Delayed
SHIP003133,JFK,DXB,487.72,25.24,921.96,Air,UPS,50,No,No,28,Stormy,Friday,On-Time
SHIP003134,JFK,HKG,539.06,27.57,1019.01,Air,Emirates Cargo,17,No,Yes,10,Clear,Sunday,Delayed
SHIP003135,JFK,SYD,483.68,34.15,914.32,Air,FedEx,20,Yes,No,2,Foggy,Wednesday,On-Time
SHIP003136,LAX,SYD,447.78,13.29,846.46,Air,Lufthansa Cargo,33,Yes,No,17,Rainy,Tuesday,On-Time
SHIP003137,ATL,DXB,947.57,0.22,1791.24,Air,Emirates Cargo,57,No,Yes,41,Clear,Friday,On-Time
SHIP003138,DFW,NRT,484.97,40.66,916.76,Air,Emirates Cargo,22,No,No,19,Rainy,Friday,Delayed
SHIP003139,JFK,SYD,90.29,41.19,170.68,Air,DHL,33,No,Yes,45,Rainy,Friday,Delayed
SHIP003140,LAX,SIN,767.86,45.59,1451.52,Air,UPS,22,No,No,28,Clear,Wednesday,On-Time
SHIP003141,LAX,HKG,397.65,48.45,751.7,Air,Emirates Cargo,8,No,No,12,Clear,Saturday,Delayed
SHIP003142,LAX,CDG,713.59,8.04,1348.93,Air,UPS,27,Yes,No,30,Rainy,Tuesday,Delayed
SHIP003143,ATL,DXB,583.77,17.76,1103.53,Air,DHL,35,No,No,30,Clear,Saturday,On-Time
SHIP003144,DFW,LHR,716.05,42.58,1353.58,Air,FedEx,39,No,No,18,Clear,Wednesday,On-Time
SHIP003145,ATL,LHR,71.37,46.71,134.91,Air,Lufthansa Cargo,48,Yes,Yes,4,Clear,Monday,On-Time
SHIP003146,ORD,LHR,43.53,0.83,82.29,Rail,FedEx,31,No,No,24,Rainy,Saturday,Delayed
SHIP003147,SFO,HKG,384.76,19.44,727.33,Rail,Lufthansa Cargo,26,No,No,21,Clear,Sunday,Delayed
SHIP003148,LAX,CDG,696.23,5.76,1316.12,Air,FedEx,53,No,No,45,Clear,Thursday,On-Time
SHIP003149,ORD,SYD,231.45,39.44,437.52,Truck,Lufthansa Cargo,28,No,No,36,Rainy,Wednesday,Delayed
SHIP003150,MIA,CDG,439.07,37.38,830,Rail,FedEx,33,No,No,6,Clear,Wednesday,Delayed
SHIP003151,JFK,CDG,981,37.74,1854.43,Air,UPS,26,No,No,32,Clear,Friday,On-Time
SHIP003152,SFO,DXB,222.73,19.57,421.04,Air,Lufthansa Cargo,7,No,No,29,Rainy,Sunday,On-Time
SHIP003153,JFK,HKG,849.46,20.37,1605.78,Air,UPS,41,No,No,20,Rainy,Thursday,On-Time
SHIP003154,ATL,LHR,827.21,13.17,1563.71,Air,DHL,40,No,No,31,Clear,Saturday,On-Time
SHIP003155,SFO,DXB,892.44,18.11,1687.02,Air,Emirates Cargo,10,No,Yes,36,Rainy,Monday,Delayed
SHIP003156,DFW,SYD,915.99,49.16,1731.54,Air,DHL,21,Yes,No,28,Clear,Thursday,Delayed
SHIP003157,ORD,CDG,512.25,2.42,968.33,Truck,DHL,6,No,Yes,46,Stormy,Tuesday,On-Time
SHIP003158,DFW,NRT,685.11,16.27,1295.1,Air,Lufthansa Cargo,46,No,Yes,41,Clear,Tuesday,On-Time
